33,602,Thiruvallur,5695,Uthukkottai,628817,Maduravasal,"Maduravasal,Uthukkottai,Thiruvallur,Tamilnadu,India"
33,604,Kancheepuram,5702,Sriperumbudur,629261,Maduramangalam,"Maduramangalam,Sriperumbudur,Kancheepuram,Tamilnadu,India"
33,604,Kancheepuram,5703,Tambaram,629368,Madurapakkam,"Madurapakkam,Tambaram,Kancheepuram,Tamilnadu,India"
33,604,Kancheepuram,5710,Maduranthakam,0,Maduranthakam,"Maduranthakam,Maduranthakam,Kancheepuram,Tamilnadu,India"
33,604,Kancheepuram,5710,Maduranthakam,630031,Madurai,"Madurai,Maduranthakam,Kancheepuram,Tamilnadu,India"
33,606,Tiruvannamalai,5722,Cheyyar,631379,Madurai,"Madurai,Cheyyar,Tiruvannamalai,Tamilnadu,India"
33,606,Tiruvannamalai,5727,Tiruvannamalai,632257,Madurampattu,"Madurampattu,Tiruvannamalai,Tiruvannamalai,Tamilnadu,India"
33,607,Viluppuram,5731,Viluppuram,632910,Maduraipakkam,"Maduraipakkam,Viluppuram,Viluppuram,Tamilnadu,India"
33,620,Thanjavur,5816,Pattukkottai,639013,Madurabashanipuram,"Madurabashanipuram,Pattukkottai,Thanjavur,Tamilnadu,India"
33,623,Madurai,0,Madurai,0,Madurai,"Madurai,Madurai,Madurai,Tamilnadu,India"
33,623,Madurai,5836,Madurai North,0,Madurai North,"Madurai North,Madurai North,Madurai,Tamilnadu,India"
33,623,Madurai,5841,Madurai South,0,Madurai South,"Madurai South,Madurai South,Madurai,Tamilnadu,India"
33,602,Thiruvallur,5695,Uthukkottai,628817,Maduravasal,"Maduravasal,Uthukkottai,Thiruvallur,Tamilnadu,India"
33,604,Kancheepuram,5702,Sriperumbudur,629261,Maduramangalam,"Maduramangalam,Sriperumbudur,Kancheepuram,Tamilnadu,India"
33,604,Kancheepuram,5703,Tambaram,629368,Madurapakkam,"Madurapakkam,Tambaram,Kancheepuram,Tamilnadu,India"
33,604,Kancheepuram,5710,Maduranthakam,0,Maduranthakam,"Maduranthakam,Maduranthakam,Kancheepuram,Tamilnadu,India"
33,604,Kancheepuram,5710,Maduranthakam,630031,Madurai,"Madurai,Maduranthakam,Kancheepuram,Tamilnadu,India"
33,606,Tiruvannamalai,5722,Cheyyar,631379,Madurai,"Madurai,Cheyyar,Tiruvannamalai,Tamilnadu,India"
33,606,Tiruvannamalai,5727,Tiruvannamalai,632257,Madurampattu,"Madurampattu,Tiruvannamalai,Tiruvannamalai,Tamilnadu,India"
33,607,Viluppuram,5731,Viluppuram,632910,Maduraipakkam,"Maduraipakkam,Viluppuram,Viluppuram,Tamilnadu,India"
33,620,Thanjavur,5816,Pattukkottai,639013,Madurabashanipuram,"Madurabashanipuram,Pattukkottai,Thanjavur,Tamilnadu,India"
33,623,Madurai,0,Madurai,0,Madurai,"Madurai,Madurai,Madurai,Tamilnadu,India"
33,623,Madurai,5836,Madurai North,0,Madurai North,"Madurai North,Madurai North,Madurai,Tamilnadu,India"
33,623,Madurai,5841,Madurai South,0,Madurai South,"Madurai South,Madurai South,Madurai,Tamilnadu,India"
